SDG,keyword,frequency,elsevier_word,max_weight,relevance_score
10,immigration,43,True,9.18,394.74
10,migrants,43,True,4.8,206.4
10,immigrants,43,,4.42,190.06
10,immigrant,40,True,4.42,176.8
10,migrant,38,True,5.48,208.24
10,refugee,34,True,5.32,180.88
10,refugees,34,,4.42,150.28
10,illegal immigrants,31,,4.42,137.02
10,discrimination,30,True,7.65,229.5
10,racism,29,,4.42,128.18
10,asylum seekers,23,True,5.59,128.57
10,deportees,22,,4.42,97.24
10,affirmative action,21,True,8.34,175.14
10,illegal migrants,21,,4.42,92.82
10,asylum,20,True,10.86,217.2
10,inequality,20,True,6.95,139.0
10,citizenship,20,,4.42,88.4
10,deportations,20,,4.42,88.4
10,equality,20,,4.42,88.4
10,inequalities,19,True,11.73,222.87
10,migration,19,True,10.19,193.60999999999999
10,undocumented,19,True,7.41,140.79
10,racial,19,True,6.89,130.91
10,immigrate,19,,4.42,83.98
10,minorities,19,,4.42,83.98
10,gender,19,,4.42,83.98
10,migrant workers,18,True,11.63,209.34
10,racial discrimination,18,True,7.71,138.78
10,illegal immigrant,18,,4.42,79.56
10,deported,18,,4.42,79.56
10,asylum seeker,18,,4.42,79.56
10,poverty,18,,4.42,79.56
10,disparities,17,True,18.43,313.31
10,segregation,17,True,5.09,86.53
10,undocumented immigrants,17,,4.42,75.14
10,inequities,16,True,7.71,123.36
10,injustice,16,True,5.34,85.44
10,illegals,16,,4.42,70.72
10,immigration reform,16,,4.42,70.72
10,inequity,15,True,4.97,74.55
10,undocumented workers,15,,4.42,66.3
10,illegal aliens,15,,4.42,66.3
10,illegal alien,15,,4.42,66.3
10,deport,15,,4.42,66.3
10,emigrants,14,,4.42,61.879999999999995
10,deportation,14,,4.42,61.879999999999995
10,deporting,14,,4.42,61.879999999999995
10,refugee status,14,,4.42,61.879999999999995
10,detention,13,,4.42,57.46
10,granted asylum,13,,4.42,57.46
10,injustices,13,,4.42,57.46
10,racial prejudice,13,,4.42,57.46
10,emigration,12,True,5.81,69.72
10,foreigners,12,,4.42,53.04
10,illegal immigration,12,,4.42,53.04
10,blacks,12,,4.42,53.04
10,permanent residency,12,,4.42,53.04
10,racial segregation,12,,4.42,53.04
10,gender discrimination,12,,4.42,53.04
10,sexism,12,,4.42,53.04
10,resettlement,12,,4.42,53.04
10,civil rights,12,,4.42,53.04
10,prejudice,12,,4.42,53.04
10,persecution,12,,4.42,53.04
10,remittances,11,True,9.6,105.6
10,disparity,11,True,9.11,100.21
10,mexicans,11,,4.42,48.62
10,detainees,11,,4.42,48.62
10,visas,11,,4.42,48.62
10,amnesty,11,,4.42,48.62
10,unequal,11,,4.42,48.62
10,marginalization,11,,4.42,48.62
10,unfairness,11,,4.42,48.62
10,gender bias,11,,4.42,48.62
10,resettle,11,,4.42,48.62
10,bigotry,11,,4.42,48.62
10,racial bias,11,,4.42,48.62
10,prisoners,10,,4.42,44.2
10,farmworkers,10,,4.42,44.2
10,laborers,10,,4.42,44.2
10,racial profiling,10,,4.42,44.2
10,population,10,,4.42,44.2
10,deprivation,10,,4.42,44.2
10,underdevelopment,10,,4.42,44.2
10,displaced persons,10,,4.42,44.2
10,refugees fleeing,10,,4.42,44.2
10,homophobia,10,,4.42,44.2
10,bullying,10,,4.42,44.2
10,discriminatory,10,,4.42,44.2
10,bangladeshis,9,,4.42,39.78
10,emigrate,9,,4.42,39.78
10,visa,9,,4.42,39.78
10,human rights,9,,4.42,39.78
10,gender equality,9,,4.42,39.78
10,oppression,9,,4.42,39.78
10,bias,9,,4.42,39.78
10,bank,8,True,6.26,50.08
10,banking,8,True,5.3,42.4
10,socioeconomic,8,True,5.06,40.48
10,latinos,8,,4.42,35.36
10,criminals,8,,4.42,35.36
10,evacuees,8,,4.42,35.36
10,smugglers,8,,4.42,35.36
10,human trafficking,8,,4.42,35.36
10,expatriates,8,,4.42,35.36
10,refugee camps,8,,4.42,35.36
10,inequitable,8,,4.42,35.36
10,backwardness,8,,4.42,35.36
10,racial divide,8,,4.42,35.36
10,disenfranchisement,8,,4.42,35.36
10,genocide,8,,4.42,35.36
10,sudanese refugees,8,,4.42,35.36
10,resettled,8,,4.42,35.36
10,internally displaced persons,8,,4.42,35.36
10,racist,8,,4.42,35.36
10,hatred,8,,4.42,35.36
10,slavery,8,,4.42,35.36
10,diversity,8,,4.42,35.36
10,apartheid,8,,4.42,35.36
10,racial equality,8,,4.42,35.36
10,lender,8,,4.42,35.36
10,lending,8,,4.42,35.36
10,mortgage,8,,4.42,35.36
10,banks,7,True,4.9,34.300000000000004
10,hispanics,7,,4.42,30.939999999999998
10,families,7,,4.42,30.939999999999998
10,gays,7,,4.42,30.939999999999998
