SDG,keyword,frequency,elsevier_word,max_weight,relevance_score
8,employment,33,True,5.43,179.19
8,unemployment,26,True,4.15,107.9
8,economic,25,True,9.2,229.99999999999997
8,global warming,24,True,4.67,112.08
8,economy,20,,4.1,82.0
8,employers,20,,4.1,82.0
8,renewable energy,19,,4.1,77.89999999999999
8,job,18,True,5.39,97.02
8,inflation,18,,4.1,73.8
8,productivity,17,True,14.08,239.36
8,climate change,17,True,11.59,197.03
8,wages,17,,4.1,69.69999999999999
8,mortgage,17,,4.1,69.69999999999999
8,environmental,15,True,5.61,84.15
8,loans,15,True,4.74,71.10000000000001
8,jobless,15,,4.1,61.49999999999999
8,jobs,15,,4.1,61.49999999999999
8,pollution,15,,4.1,61.49999999999999
8,lending,15,,4.1,61.49999999999999
8,economies,14,,4.1,57.39999999999999
8,incomes,14,,4.1,57.39999999999999
8,payroll,14,,4.1,57.39999999999999
8,payrolls,14,,4.1,57.39999999999999
8,loan,14,,4.1,57.39999999999999
8,labor,13,True,9.89,128.57
8,credit,13,True,5.34,69.42
8,climate,13,,4.1,53.3
8,wage,13,,4.1,53.3
8,economists,12,,4.1,49.199999999999996
8,poverty,12,,4.1,49.199999999999996
8,workforce,12,,4.1,49.199999999999996
8,employer,12,,4.1,49.199999999999996
8,workplace,12,,4.1,49.199999999999996
8,lenders,12,,4.1,49.199999999999996
8,refinancing,12,,4.1,49.199999999999996
8,financial,11,True,4.87,53.57
8,recession,11,,4.1,45.099999999999994
8,job seekers,11,,4.1,45.099999999999994
8,unemployed,11,,4.1,45.099999999999994
8,emissions,11,,4.1,45.099999999999994
8,borrowers,11,,4.1,45.099999999999994
8,mortgages,11,,4.1,45.099999999999994
8,economic growth,10,True,22.63,226.29999999999998
8,manufacturing,10,True,4.4,44.0
8,business,10,,4.1,41.0
8,investment,10,,4.1,41.0
8,globalization,10,,4.1,41.0
8,jobless rate,10,,4.1,41.0
8,unemployment rate,10,,4.1,41.0
8,ecological,10,,4.1,41.0
8,jobless claims,10,,4.1,41.0
8,liquidity,10,,4.1,41.0
8,debt,10,,4.1,41.0
8,receivables,10,,4.1,41.0
8,lender,10,,4.1,41.0
8,growth,9,True,6.36,57.24
8,gdp,9,,4.1,36.9
8,finance,9,,4.1,36.9
8,salary,9,,4.1,36.9
8,ecology,9,,4.1,36.9
8,deflation,9,,4.1,36.9
8,currency,9,,4.1,36.9
8,foreclosures,9,,4.1,36.9
8,issuers,9,,4.1,36.9
8,financing,9,,4.1,36.9
8,banking,9,,4.1,36.9
8,underwriting,9,,4.1,36.9
8,economic development,8,True,28.09,224.72
8,economically,8,True,4.23,33.84
8,monetary policy,8,,4.1,32.8
8,biofuel,8,,4.1,32.8
8,staffing,8,,4.1,32.8
8,careers,8,,4.1,32.8
8,biodiversity,8,,4.1,32.8
8,finances,8,,4.1,32.8
8,infrastructure,8,,4.1,32.8
8,salaries,8,,4.1,32.8
8,worker,8,,4.1,32.8
8,employee,8,,4.1,32.8
8,foreclosure,8,,4.1,32.8
8,sustainability,8,,4.1,32.8
8,conservation,8,,4.1,32.8
8,refinance,8,,4.1,32.8
8,sustainable development,7,True,13.38,93.66000000000001
8,economics,7,True,7.24,50.68
8,development,7,True,4.21,29.47
8,monetary,7,,4.1,28.699999999999996
8,globalisation,7,,4.1,28.699999999999996
8,housing,7,,4.1,28.699999999999996
8,gross domestic product,7,,4.1,28.699999999999996
8,innovation,7,,4.1,28.699999999999996
8,exports,7,,4.1,28.699999999999996
8,industrial relations,7,,4.1,28.699999999999996
8,personnel,7,,4.1,28.699999999999996
8,jobseekers,7,,4.1,28.699999999999996
8,hiring,7,,4.1,28.699999999999996
8,workers compensation,7,,4.1,28.699999999999996
8,pension,7,,4.1,28.699999999999996
8,hourly wages,7,,4.1,28.699999999999996
8,affordable housing,7,,4.1,28.699999999999996
8,carbon dioxide,7,,4.1,28.699999999999996
8,deforestation,7,,4.1,28.699999999999996
8,air pollution,7,,4.1,28.699999999999996
8,environmentalists,7,,4.1,28.699999999999996
8,fossil fuel,7,,4.1,28.699999999999996
8,layoffs,7,,4.1,28.699999999999996
8,cash flow,7,,4.1,28.699999999999996
8,investments,7,,4.1,28.699999999999996
8,microfinance,7,,4.1,28.699999999999996
8,asset,7,,4.1,28.699999999999996
8,credit card,7,,4.1,28.699999999999996
8,mortgage lenders,7,,4.1,28.699999999999996
8,subprime,7,,4.1,28.699999999999996
8,emerging markets,7,,4.1,28.699999999999996
8,industrial,6,True,4.64,27.839999999999996
8,entrepreneurship,6,,4.1,24.599999999999998
8,entrepreneurs,6,,4.1,24.599999999999998
8,real estate,6,,4.1,24.599999999999998
8,workforce development,6,,4.1,24.599999999999998
8,disability,6,,4.1,24.599999999999998
8,recruitment,6,,4.1,24.599999999999998
8,job seeker,6,,4.1,24.599999999999998
8,labor statistics,6,,4.1,24.599999999999998
8,warming,6,,4.1,24.599999999999998
8,greenhouse gases,6,,4.1,24.599999999999998
8,fossil fuels,6,,4.1,24.599999999999998
8,greenhouse emissions,6,,4.1,24.599999999999998
8,greenhouse gas,6,,4.1,24.599999999999998
8,acid rain,6,,4.1,24.599999999999998
8,greenhouse gas emissions,6,,4.1,24.599999999999998
8,carbon emissions,6,,4.1,24.599999999999998
8,carbon dioxide emissions,6,,4.1,24.599999999999998
8,industrial production,6,,4.1,24.599999999999998
8,euro zone,6,,4.1,24.599999999999998
8,valuations,6,,4.1,24.599999999999998
8,joblessness,6,,4.1,24.599999999999998
8,businesses,6,,4.1,24.599999999999998
8,retail,6,,4.1,24.599999999999998
8,climate action,6,,4.1,24.599999999999998
8,carbon,6,,4.1,24.599999999999998
8,eco,6,,4.1,24.599999999999998
8,biofuels,6,,4.1,24.599999999999998
8,securitization,6,,4.1,24.599999999999998
8,repayment,6,,4.1,24.599999999999998
8,financial institutions,6,,4.1,24.599999999999998
8,bankers,6,,4.1,24.599999999999998
8,equities,6,,4.1,24.599999999999998
8,hedge funds,6,,4.1,24.599999999999998
8,student loan,6,,4.1,24.599999999999998
8,banks,6,,4.1,24.599999999999998
8,kyoto protocol,6,,4.1,24.599999999999998
8,balance sheet,6,,4.1,24.599999999999998
8,profitability,6,,4.1,24.599999999999998
8,diversification,6,,4.1,24.599999999999998
8,tourism,5,True,9.64,48.2
8,occupational,5,True,8.37,41.849999999999994
8,technological,5,True,4.28,21.400000000000002
8,financial services,5,True,4.15,20.75
8,economic policy,5,,4.1,20.5
8,competitiveness,5,,4.1,20.5
8,export,5,,4.1,20.5
8,chief economist,5,,4.1,20.5
8,corporate governance,5,,4.1,20.5
8,manpower,5,,4.1,20.5
8,human resource,5,,4.1,20.5
8,human resources,5,,4.1,20.5
8,childcare,5,,4.1,20.5
8,small business,5,,4.1,20.5
8,seasonally adjusted,5,,4.1,20.5
8,skills,5,,4.1,20.5
8,career,5,,4.1,20.5
8,underemployed,5,,4.1,20.5
8,compensation,5,,4.1,20.5
8,average hourly,5,,4.1,20.5
8,job fair,5,,4.1,20.5
8,environmental degradation,5,,4.1,20.5
8,climate change ipcc,5,,4.1,20.5
8,desertification,5,,4.1,20.5
8,environmentalism,5,,4.1,20.5
8,ecosystems,5,,4.1,20.5
8,reducing carbon emissions,5,,4.1,20.5
8,co2,5,,4.1,20.5
8,co2 emissions,5,,4.1,20.5
8,slowdown,5,,4.1,20.5
8,environment,5,,4.1,20.5
8,retail sales,5,,4.1,20.5
8,taxes,5,,4.1,20.5
8,small businesses,5,,4.1,20.5
8,hourly,5,,4.1,20.5
8,incentives,5,,4.1,20.5
8,profits,5,,4.1,20.5
8,factories,5,,4.1,20.5
8,immigrants,5,,4.1,20.5
8,jobless benefits,5,,4.1,20.5
8,outsourcing,5,,4.1,20.5
8,wealth,5,,4.1,20.5
8,carbon emission,5,,4.1,20.5
