SDG,keyword,frequency,elsevier_word,max_weight,relevance_score
4,education,52,True,10.31,536.12
4,students,50,True,4.15,207.50000000000003
4,curriculum,49,,3.33,163.17000000000002
4,teachers,48,,3.33,159.84
4,schools,42,True,3.92,164.64
4,teacher,39,,3.33,129.87
4,teaching,38,True,5.07,192.66000000000003
4,classroom,38,,3.33,126.54
4,educators,37,,3.33,123.21000000000001
4,math,36,,3.33,119.88
4,educational,35,True,8.15,285.25
4,school,35,True,7.02,245.7
4,kindergarten,35,,3.33,116.55
4,classrooms,34,True,3.34,113.56
4,diploma,32,,3.33,106.56
4,vocational,30,True,3.62,108.60000000000001
4,mathematics,29,,3.33,96.57000000000001
4,graduates,28,True,3.81,106.68
4,courses,26,,3.33,86.58
4,skills,25,True,6.98,174.5
4,elementary,25,,3.33,83.25
4,literacy,24,,3.33,79.92
4,learning,23,True,7.92,182.16
4,pupils,23,,3.33,76.59
4,undergraduate,22,,3.33,73.26
4,colleges,22,,3.33,73.26
4,learners,22,,3.33,73.26
4,preschool,21,,3.33,69.93
4,algebra,20,,3.33,66.6
4,academic,19,True,4.24,80.56
4,universities,19,,3.33,63.27
4,faculty,19,,3.33,63.27
4,childcare,18,,3.33,59.94
4,tutors,18,,3.33,59.94
4,maths,17,,3.33,56.61
4,adult education,17,,3.33,56.61
4,principals,17,,3.33,56.61
4,curricula,17,,3.33,56.61
4,instructional,17,,3.33,56.61
4,curricular,17,,3.33,56.61
4,humanities,17,,3.33,56.61
4,advanced placement,17,,3.33,56.61
4,student,17,,3.33,56.61
4,mentoring,17,,3.33,56.61
4,coursework,16,,3.33,53.28
4,early childhood,16,,3.33,53.28
4,standardized tests,16,,3.33,53.28
4,college,16,,3.33,53.28
4,ninth graders,16,,3.33,53.28
4,graduate,15,,3.33,49.95
4,international baccalaureate,15,,3.33,49.95
4,pre kindergarten,15,,3.33,49.95
4,professors,15,,3.33,49.95
4,tutoring,15,,3.33,49.95
4,vocational training,14,True,7.84,109.75999999999999
4,achievement,14,True,6.23,87.22
4,career,14,True,4.17,58.379999999999995
4,exam,14,,3.33,46.620000000000005
4,educator,14,,3.33,46.620000000000005
4,elementary schools,14,,3.33,46.620000000000005
4,montessori,14,,3.33,46.620000000000005
4,middle schoolers,14,,3.33,46.620000000000005
4,careers,14,,3.33,46.620000000000005
