SDG,keyword,frequency,elsevier_word,max_weight,relevance_score
2,agricultural,67,True,12.83,859.61
2,farmers,61,True,5.73,349.53000000000003
2,farming,58,True,6.19,359.02000000000004
2,agriculture,55,True,11.57,636.35
2,crops,50,True,4.15,207.50000000000003
2,dairy,48,,3.57,171.35999999999999
2,livestock,46,,3.57,164.22
2,agri,43,True,6.34,272.62
2,crop,42,True,8.92,374.64
2,growers,40,,3.57,142.79999999999998
2,ag,40,,3.57,142.79999999999998
2,agribusiness,39,True,4.13,161.07
2,farmer,39,,3.57,139.23
2,farm,38,True,5.95,226.1
2,farms,33,True,4.32,142.56
2,farmland,33,True,3.68,121.44000000000001
2,cattle,33,,3.57,117.80999999999999
2,horticulture,33,,3.57,117.80999999999999
2,poultry,32,,3.57,114.24
2,soybean,31,,3.57,110.67
2,organic farming,26,True,5.9,153.4
2,fertilizer,26,,3.57,92.82
2,aquaculture,26,,3.57,92.82
2,wheat,25,,3.57,89.25
2,grain,24,,3.57,85.67999999999999
2,vegetable,24,,3.57,85.67999999999999
2,dairy farmers,22,,3.57,78.53999999999999
2,grains,22,,3.57,78.53999999999999
2,corn,22,,3.57,78.53999999999999
2,grower,21,,3.57,74.97
2,ethanol,21,,3.57,74.97
2,irrigation,20,,3.57,71.39999999999999
2,biofuel,19,,3.57,67.83
2,biofuels,19,,3.57,67.83
2,agro,18,True,5.37,96.66
2,beef cattle,18,,3.57,64.25999999999999
2,dairy cows,18,,3.57,64.25999999999999
2,potato,17,,3.57,60.69
2,sugar beet,17,,3.57,60.69
2,soybeans,17,,3.57,60.69
2,alfalfa,17,,3.57,60.69
2,oilseed,16,,3.57,57.12
2,meat,15,,3.57,53.55
2,breeding,15,,3.57,53.55
2,dairy farm,15,,3.57,53.55
2,harvest,15,,3.57,53.55
2,orchards,15,,3.57,53.55
2,tillage,14,True,3.87,54.18
2,ranchers,14,,3.57,49.98
2,farm bureau,14,,3.57,49.98
2,forestry,14,,3.57,49.98
2,dairy farms,14,,3.57,49.98
2,rural,13,True,3.6,46.800000000000004
2,cropland,13,,3.57,46.41
2,fruit,13,,3.57,46.41
2,orchard,13,,3.57,46.41
2,oilseeds,13,,3.57,46.41
2,irrigated,13,,3.57,46.41
2,pork,13,,3.57,46.41
2,cotton,13,,3.57,46.41
2,feedlot,13,,3.57,46.41
2,cows,13,,3.57,46.41
2,biodiesel,13,,3.57,46.41
2,soil,12,,3.57,42.839999999999996
2,dairy farmer,12,,3.57,42.839999999999996
2,breeders,12,,3.57,42.839999999999996
2,dairies,12,,3.57,42.839999999999996
